tablescraper-selected-row,u-xs-avatar src,text-primary,text-primary href,d-none,u-label,text-nowrap,small,d-block,text-danger,tablescraper-selected-row 2,tablescraper-selected-row 3,tablescraper-selected-row 4,tablescraper-selected-row 5,text-success,tablescraper-selected-row 6
63,https://bscscan.com/token/images/swipe_32.png,Swipe (SXP),https://bscscan.com/token/0x47bead2563dcbf3bf2c9407fea4dc236faba485a,Swipe is a cryptocurrency wallet and debit card that enables users to spend their cryptocurrencies over the world.,Cross-Chain,$0.24 ,0.000014 BTC,0.000848 BNB,-1.32%,"$4,961,472.00 ","$123,106,057.00 ","$70,349,447.00 ","57,137",,
64,https://bscscan.com/token/images/venus-vusdc_32.png,Venus USDC (vUSDC),https://bscscan.com/token/0xeca88125a5adbe82614ffc12d0db554e2e2867c8,Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,,$0.02 ,0.000001 BTC,0.000076 BNB,,"$4,414,456.00 ","$103,739,807.00 ","$89,488,559.00 ","4,644",0.02%,
65,https://bscscan.com/token/images/knc-crystal_32.png,Binance-Peg Kyber Network Crystal Token (KNC),https://bscscan.com/token/0xfe56d5892bdffc7bf58f2e84be1b2c32d21c308b,"Kyber is a blockchain-based liquidity protocol that aggregates liquidity from a wide range of reserves, powering instant and secure token exchange in any decentralized application.",Binance Peg,$0.63 ,0.000037 BTC,0.002186 BNB,-1.57%,"$10,271,591.00 ","$102,938,949.00 ","$3,053,601.00 ","4,646",,
66,https://bscscan.com/token/images/slpbsc_32.png,Binance-Peg Smooth Love Potion (SLP),https://bscscan.com/token/0x070a08beef8d36734dd67a491202ff35a6a16d97,Smooth Love Potions (SLP) is a ERC-20 token that is fully tradable.,Binance Peg,$0.00 ,0.000000 BTC,0.000009 BNB,-0.61%,"$5,644,307.00 ","$101,914,611.00 ","$5,346,678.00 ","32,837",,
67,https://bscscan.com/token/images/synapse_32.png?v=3,Synapse (SYN),https://bscscan.com/token/0xa4080f1778e69467e905b8d6f72f6e441f9e9484,Synapse is a cross-chain layer ∞ protocol powering interoperability between blockchains.,,$0.63 ,0.000037 BTC,0.002200 BNB,-0.74%,"$648,056.00 ","$88,054,250.00 ","$32,842,315.00 ","3,356",,
68,https://bscscan.com/token/images/prom_32.png,Prometeus (PROM),https://bscscan.com/token/0xaf53d56ff99f1322515e54fdde93ff8b3b7dafd5,"Prom is a unified access point to the NFT gaming and metaverse industries that includes an NFT marketplace and aggregator, non-collateralized NFT rental and mortgage, an educational portal and analytic tools, an NFT Launchpad, and DEX for GameFi assets.",,$5.35 ,0.000312 BTC,0.018679 BNB,-1.44%,"$5,275,261.00 ","$87,973,269.00 ","$106,958,381.00 ","4,715",,
69,https://bscscan.com/token/images/floki_32.png,FLOKI (FLOKI),https://bscscan.com/token/0xfb5b838b6cfeedc2873ab27866079ac55363d37e,The Floki Inu protocol is a cross-chain community-driven token available on two blockchains: Ethereum (ETH) and Binance Smart Chain (BSC).,Cross-Chain,$0.00 ,0.000000 BTC,0.000000 BNB,-2.22%,"$1,338,683.00 ","$87,380,668.00 ","$93,800,000.00 ","356,191",,
70,https://bscscan.com/token/images/ctsi_32.png,Binance-Peg Cartesi Token (CTSI),https://bscscan.com/token/0x8da443f84fea710266c8eb6bc34b71702d033ef2,Cartesi takes smart contracts to the next level by implementing a variant of optimistic roll-ups. Cartesi is revolutionizing smart contracts by allowing developers to code with mainstream software stacks. Noether is Cartesi's high-performance and low cost data availability side-chain.,Binance Peg,$0.13 ,0.000008 BTC,0.000450 BNB,,"$55,903,884.00 ","$83,430,305.00 ","$1,286,980.00 ","6,472",8.07%,
71,https://bscscan.com/token/images/mdex_32.png,MDX Token (MDX),https://bscscan.com/token/0x9c65ab58d8d978db963e63f2bfb7121627e3a739,"MDEX integrates the advantages of multiple chains to create a high-performance composite DEX ecosystem, to maximize the rewards of participants with the ""dual mining incentives"" of liquid mining and transaction mining.",,$0.09 ,0.000005 BTC,0.000311 BNB,-0.43%,"$10,872,997.00 ","$83,186,666.00 ","$29,883,558.00 ","61,233",,
72,https://bscscan.com/token/images/anyswap_32.png,Anyswap-BEP20 (ANY),https://bscscan.com/token/0xf68c9df95a18b2a5a5fa1124d79eeeffbad0b6fa,"Anyswap is a fully decentralized cross chain swap protocol, with automated pricing and liquidity system.",Cross-Chain,$4.25 ,0.000248 BTC,0.014853 BNB,,"$6,395.00 ","$79,262,837.00 ","$17,593,619.00 ","170,029",1.19%,
73,https://bscscan.com/token/images/coti_32.png,Binance-Peg COTI Token (COTI),https://bscscan.com/token/0xadbaf88b39d37dc68775ed1541f1bf83a5a45feb,"COTI is an enterprise-grade fintech platform that enables cross-chain interoperability and is built on its own DAG-based chain. It supports extreme scalability, low transaction costs and is supplemented with payment-specific requirements in the form of COTI Pay, a holistic digital payment solution.",Binance Peg,$0.07 ,0.000004 BTC,0.000248 BNB,-0.80%,"$9,662,998.00 ","$78,573,386.00 ","$1,417,980.00 ","9,759",,
74,https://bscscan.com/token/images/wazirx_32.png,wazirx token (WRX),https://bscscan.com/token/0x8e17ed70334c87ece574c9d537bc153d8609e2a3,"WazirX is a India's cryptocurrency exchange with trading interface and features to buy, sell and trade cryptocurrencies.",,$0.17 ,0.000010 BTC,0.000592 BNB,-0.59%,"$5,182,157.00 ","$77,337,553.00 ","$2,625,235.00 ","8,910",,
75,https://bscscan.com/token/images/alicetoken_32.png,ALICE (ALICE),https://bscscan.com/token/0xac51066d7bec65dc4589368da368b212745d63e8,"My Neighbor Alice is a multiplayer builder game, where anyone can buy and own virtual islands, collect and build exciting items and meet new friends. The game combines a fun narrative for regular players and an ecosystem for players who want to collect and trade Non-Fungible Tokens (NFTs).",,$1.29 ,0.000075 BTC,0.004506 BNB,-1.25%,"$16,671,235.00 ","$76,825,607.00 ","$10,320,000.00 ","53,432",,
76,https://bscscan.com/token/images/biswap_32.png,Biswap (BSW),https://bscscan.com/token/0x965f527d9159dce6288a2219db51fc6eef120dd1,"BSW is a deflationary token aims to incentivize the liquidity provision to the Biswap platform. BSW tokens are burned by sending them to the burn address and a total of 6,292,523 has been burned from the original supply of 117,403,378 as of Sep 24, 2021.",,$0.21 ,0.000012 BTC,0.000738 BNB,-0.64%,"$10,140,319.00 ","$74,497,231.00 ","$94,996,726.00 ","146,367",,
77,https://bscscan.com/token/images/orbs_28.png,Orbs (ORBS),https://bscscan.com/token/0xebd49b26169e1b52c04cfd19fcf289405df55f80,"Orbs is a public blockchain built for the needs of apps with millions of users, from SLAs to adjustable fee models to on-demand capacity.",,$0.03 ,0.000001 BTC,0.000089 BNB,,"$1,296,928.00 ","$74,466,266.00 ","$310,690.00 ","1,773",1.93%,
78,https://bscscan.com/token/images/bandtoken_32.png,Binance-Peg Band Protocol Token (BAND),https://bscscan.com/token/0xad6caeb32cd2c308980a548bd0bc5aa4306c6c18,Band Protocol is a cross-chain data oracle platform that aggregates and connects real-world data and APIs to smart contracts.,Cross-Chain,$2.05 ,0.000120 BTC,0.007153 BNB,-3.75%,"$28,910,502.00 ","$72,073,401.00 ","$6,553,650.00 ","10,087",,
79,https://bscscan.com/token/images/celernetwork_32.png,Binance-Peg Celer Token (CELR),https://bscscan.com/token/0x1f9f6a696c6fd109cd3956f45dc709d2b3902163,"Celer Network is offering layer-2 scaling platform. It brings interactive, secure and low-cost applications to every blockchain.",Binance Peg,$0.01 ,0.000001 BTC,0.000043 BNB,,"$9,481,051.00 ","$69,099,838.00 ","$3,061,068.00 ","24,820",1.20%,
80,https://bscscan.com/token/images/phalanetwork_32.png,Binance-Peg Phala Network Token (PHA),https://bscscan.com/token/0x0112e557d400474717056c4e6d40edd846f38351,"Phala Network is a privacy-preserving cloud computing service, which offers computing power comparable to existing cloud services and protects the privacy of managed programs.",Binance Peg,$0.15 ,0.000009 BTC,0.000521 BNB,,"$20,062,988.00 ","$68,413,481.00 ","$1,192,944.00 ","8,925",4.05%,
81,https://bscscan.com/token/images/aelf_32.png,Binance-Peg ELF Token (ELF),https://bscscan.com/token/0xa3f020a5c92e15be13caf0ee5c95cf79585eecc9,aelf is an innovative open-source blockchain network designed as a complete business solution. The structure of ‘one main chain + multiple side chains’ allows developers to independently deploy or run DApps (Distributed Applications) on individual side chains to achieve effective resource isolation.,Cross-Chain,$0.13 ,0.000008 BTC,0.000454 BNB,-0.36%,"$12,405,922.00 ","$67,964,778.00 ","$520,363.00 ","1,152",,
82,https://bscscan.com/token/images/alpha_32.png?=v5,AlphaToken (ALPHA),https://bscscan.com/token/0xa1faa113cbe53436df28ff0aee54275c13b40975,Alpha Finance Lab is an ecosystem of DeFi products and focused on building an ecosystem of automated yield-maximizing Alpha products that interoperate to bring optimal alpha to users on a cross-chain level.,,$0.09 ,0.000005 BTC,0.000312 BNB,,"$4,876,377.00 ","$66,912,949.00 ","$89,217,265.00 ","18,763",0.83%,
83,https://bscscan.com/token/images/bancor_32.png,Binance-Peg Bancor Network Token (BNT),https://bscscan.com/token/0xa069008a669e2af00a86673d9d584cfb524a42cc,Bancor is an on-chain liquidity protocol that enables constant convertibility between tokens. Conversions using Bancor are executed against on-chain liquidity pools using automated market makers to price and process transactions without order books or counterparties.,Binance Peg,$0.38 ,0.000022 BTC,0.001314 BNB,-0.73%,"$4,682,469.00 ","$63,748,285.00 ","$744,327.00 ","1,070",,
84,https://bscscan.com/token/images/reeffinance_32.png,Reef.finance (REEF),https://bscscan.com/token/0xf21768ccbc73ea5b6fd3c687208a7c2def2d966e,Reef Finance is a multi-chain smart yield engine and liquidity aggregator for any DeFi protocol to integrate with.,,$0.00 ,0.000000 BTC,0.000010 BNB,-1.17%,"$12,408,616.00 ","$62,308,894.00 ","$34,810,963.00 ","102,050",,
85,https://bscscan.com/token/images/certik_32.png,CertiK Token (CTK),https://bscscan.com/token/0xa8c2b8eec3d368c0253ad3dae65a5f2bbb89c929,"CertiK provides security infrastructure for the blockchain. It features various projects - CertiK security oracle, CertiK shield and CertiK Chain.",Cross-Chain,$0.76 ,0.000044 BTC,0.002654 BNB,-1.62%,"$6,658,088.00 ","$61,210,685.00 ","$6,903,178.00 ","16,434",,
86,https://bscscan.com/token/images/venus-vbusd_32.png,Venus BUSD (vBUSD),https://bscscan.com/token/0x95c78222b3d6e262426483d42cfa53685a67ab9d,Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,,$0.02 ,0.000001 BTC,0.000076 BNB,,"$5,414,561.00 ","$58,614,245.00 ","$176,173,677.00 ","10,883",0.01%,
87,https://bscscan.com/token/images/conflux_32.png,BSC Conflux (bCFX),https://bscscan.com/token/0x045c4324039dA91c52C55DF5D785385Aab073DcF,"Conflux is a public, permissionless blockchain bridging Asian and Western communities and economies, to enable the secure flow of assets and data across borders, protocols and applications.",,$0.03 ,0.000002 BTC,0.000097 BNB,,"$3,645,686.00 ","$57,878,140.00 ","$19,137,897.00 ","11,018",2.05%,
88,https://bscscan.com/token/images/dfimoney_32.png,Binance-Peg YFII.finance Token (YFII),https://bscscan.com/token/0x7f70642d88cf1c4a3a7abb072b53b929b653eda5,"DFI.Money (YFII) is a DeFi platform which aims to build products on aggregated liquidity provision, leveraged trading, automated marketing making.",Cross-Chain,"$1,470.10 ",0.085849 BTC,5.134659 BNB,-2.36%,"$28,615,576.00 ","$56,740,146.00 ","$3,969,282.00 ","1,937",,
89,https://bscscan.com/token/images/venus-vai_32.png,VAI Stablecoin (VAI),https://bscscan.com/token/0x4bd17003473389a42daf6a0a729f6fdb328bbbd7,Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,,$0.98 ,0.000057 BTC,0.003413 BNB,,"$3,675.00 ","$56,193,175.00 ","$20,121,254.00 ","13,681",0.46%,
90,https://bscscan.com/token/images/dodobird_32.png,DODO bird (DODO),https://bscscan.com/token/0x67ee3cb086f8a16f34bee3ca72fad36f7db929e2,"DODO is a on-chain liquidity provider, which leverages the Proactive Market Maker algorithm (PMM) to provide pure on-chain and contract-fillable liquidity.",,$0.12 ,0.000007 BTC,0.000427 BNB,-2.08%,"$4,761,197.00 ","$51,112,258.00 ","$4,037,603.00 ","40,952",,
91,https://bscscan.com/token/images/alienworlds_32.png,Alien Worlds Trilium (TLM),https://bscscan.com/token/0x2222227e22102fe3322098e4cbfe18cfebd57c95,"Alien Worlds is a NFT blockchain game in the world with over 4,000 unique users per hour.
First-generation collectible-only NFTs were “dead” but Alien Worlds’ NFTs come to life with their gaming utility.",,$0.02 ,0.000001 BTC,0.000054 BNB,-0.55%,"$4,235,278.00 ","$50,646,352.00 ","$28,264,726.00 ","97,508",,
92,https://bscscan.com/token/images/venusxvs_32.png,Venus (XVS),https://bscscan.com/token/0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,Cross-Chain,$4.11 ,0.000240 BTC,0.014366 BNB,-0.53%,"$1,514,589.00 ","$50,058,681.00 ","$123,393,243.00 ","54,765",,
93,https://bscscan.com/token/images/coin98bsc_32.png,Coin98 (C98),https://bscscan.com/token/0xaec945e04baf28b135fa7c640f624f8d90f1c3a6,"Coin98 enables value transfer as easily as using the Internet by the innovation of Multi-chain Engine, Fully Automatic Liquidity and Space Gate, all in one Super Liquidity Aggregator.",,$0.23 ,0.000013 BTC,0.000795 BNB,-0.46%,"$12,749,684.00 ","$49,391,966.00 ","$32,759,332.00 ","55,225",,
94,https://bscscan.com/token/images/ptokenstlos_32.png,pTokens TLOS (TLOS),https://bscscan.com/token/0xb6c53431608e626ac81a9776ac3e999c5556717c,pNetwork enables cross-chain movement of assets and data.,,$0.15 ,0.000009 BTC,0.000521 BNB,,"$1,233,149.00 ","$43,806,009.00 ","$2,355,015.00 ","9,820",0.71%,
95,https://bscscan.com/token/images/saitoio_32.png,SAITO (SAITO),https://bscscan.com/token/0x3c6dad0475d3a1696b359dc04c99fd401be134da,"Saito is an open network layer that delivers web3 to users. Applications on Saito can run without closed plugins, private APIs and non-open infrastructure.",,$0.02 ,0.000001 BTC,0.000070 BNB,,"$975,771.00 ","$43,107,857.00 ","$5,124,728.00 ","8,768",7.45%,
96,https://bscscan.com/token/images/alpacafinance2_32.png,AlpacaToken (ALPACA),https://bscscan.com/token/0x8f0528ce5ef7b51152a59745befdd91d97091d2f,Alpaca Finance is the first leveraged yield farming protocol on Binance Smart Chain. It will be integrated with PancakeSwap and allow users to open leveraged yield farming positions by borrowing assets from vaults.,Cross-Chain,$0.28 ,0.000016 BTC,0.000971 BNB,,"$831,486.00 ","$42,545,451.00 ","$50,465,969.00 ","75,074",1.52%,
97,https://bscscan.com/token/images/unidefdao_32.png?v=698,Unidef (U),https://bscscan.com/token/0x89dB9B433FeC1307d3dc8908f2813e9f7a1d38F0,"U protocol is a utility token that was created with the aim of being the primary currency for the decentralized web economy. Alongside being a token for governance with voting capacity, U will also be used for payments, transactions, and social interactions in our global networks.",,$0.00 ,0.000000 BTC,0.000001 BNB,,"$129,938.00 ","$41,657,018.00 ","$239,401,800.00 ","48,383",0.55%,
98,https://bscscan.com/token/images/btcst_32.png,StandardBTCHashrateToken (BTCST),https://bscscan.com/token/0x78650b139471520656b9e7aa7a5e9276814a38e9,Bitcoin Standard Hashrate Token (BTCST) brings exchange-grade liquidity to Bitcoin mining. Each BTCST is collateralized by real Bitcoin mining power.,Cross-Chain,$5.19 ,0.000303 BTC,0.018127 BNB,-0.95%,"$1,400,012.00 ","$37,849,045.00 ","$77,850,000.00 ","18,440",,
99,https://bscscan.com/token/images/automata_32.png,Automata (ATA),https://bscscan.com/token/0xa2120b9e674d3fc3875f415a7df52e382f141225,"Automata is a privacy middleware layer for dApps across multiple blockchains, built on a decentralized service protocol.",,$0.11 ,0.000007 BTC,0.000394 BNB,,"$9,381,269.00 ","$37,181,300.00 ","$9,031,600.00 ","20,623",2.69%,
100,https://bscscan.com/token/images/polkastarter_32.png?v1,PolkastarterToken (POLS),https://bscscan.com/token/0x7e624fa0e1c4abfd309cc15719b7e2580887f570,"Polkastarter is a DEX built for cross-chain token sales and auctions, enabling projects to raise capital on a decentralised and interoperable environment based on Polkadot.",,$0.37 ,0.000021 BTC,0.001283 BNB,-0.70%,"$2,111,911.00 ","$36,482,095.00 ","$9,139,425.00 ","18,026",,
101,https://bscscan.com/token/images/bakeryswap_32.png,BakeryToken (BAKE),https://bscscan.com/token/0xE02dF9e3e622DeBdD69fb838bB799E3F168902c5,An AMM Dex on Binance Smart Chain.,Cross-Chain,$0.18 ,0.000010 BTC,0.000619 BNB,-0.54%,"$5,367,558.00 ","$34,274,214.00 ","$129,555,676.00 ","126,905",,
102,https://bscscan.com/token/images/bnbpaynew_32.png,BNBPay (BPAY),https://bscscan.com/token/0xebc76079da0c245fae7225b58a57a54809b40618,BNBPay is a decentralized scalable crypto payment tailored for merchant transactions. BNBPay incorporates the ERC-1363 protocol to enable users to pay expenses using BPAY tokens and crypto tokens where users are rewarded with BPAY tokens as they spend their crypto tokens at the same time.,,$0.01 ,0.000000 BTC,0.000019 BNB,-8.96%,$0.00 ,"$33,572,959.00 ","$54,947,366.00 ","53,844",,
103,https://bscscan.com/token/images/refinable_32.png?=v3,Refinable (FINE),https://bscscan.com/token/0x4e6415a5727ea08aae4580057187923aec331227,"Refinable is a NFT marketplace on BSC, empowering both individual creators and beloved brands to easily and affordably create, discover, trade, and leverage NFTs.",Cross-Chain,$0.00 ,0.000000 BTC,0.000017 BNB,-5.59%,"$19,845.00 ","$33,475,832.00 ","$2,461,815.00 ","65,033",,
104,https://bscscan.com/token/images/venus-vusdt_32.png,Venus USDT (vUSDT),https://bscscan.com/token/0xfd5840cd36d94d7229439859c0112a4185bc0255,Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,,$0.02 ,0.000001 BTC,0.000076 BNB,,--,"$7,766,992.00 ","$32,523,884.00 ","$181,270,433.00 ",,"8,614"
